24347,971,Simplified Prospectus,0.0,simplified_prospectus,53;;;;;;;;;;;
24348,1252,See “Short selling” on page 27 for more information.,0.0,simplified_prospectus,53;;;;;;;;;;;
24349,1439,28.2917.43,0.0,simplified_prospectus,53;;;;;;;;;;;
24350,1606,• the higher the trading costs of the Fund.,0.0,simplified_prospectus,53;;;;;;;;;;;
"24351,1685,"", San Mateo, California"",0.0,simplified_prospectus,53";;;;;;;;;;;
24352,2044,Distribution policyWe may distribute income and capital gains annually in December and may paydistributions at other times during the year.,0.0,simplified_prospectus,53;;;;;;;;;;;
24353,2355,One year,0.0,simplified_prospectus,53;;;;;;;;;;;
24354,2397,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,53;;;;;;;;;;;
24355,3243,Portfolio advisor:,0.0,simplified_prospectus,53;;;;;;;;;;;
24356,3425,Franklin Flex Cap Growth Corporate Class,0.0,simplified_prospectus,53;;;;;;;;;;;
24357,3708,in the U.S. and around the world• willing to accept high investment risk• planning to hold their investment for the medium to long term,0.0,simplified_prospectus,53;;;;;;;;;;;
"24358,3794,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,53";;;;;;;;;;;
"24359,4454,""Specialty equitySeries A units: May 31, 2000Series F and O units: November 24, 2000Series A, F and O units of a mutual fund trustYes Series A units: 2.00% Series F units: 1.00%Series O units: Management and administration fee is negotiated with and paid by the unitholder directly to the Manager Franklin Advisers, Inc."",0.0,simplified_prospectus,53";;;;;;;;;;;
24360,4646,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,53;;;;;;;;;;;
24361,5834,The fundamental investment objective may only be changed with the approvalof a majority of unitholders at a meeting called for that purpose.,0.0,simplified_prospectus,53;;;;;;;;;;;
24362,6602,355.83219.17,0.0,simplified_prospectus,53;;;;;;;;;;;
24363,7327,Franklin World Health Sciences and,0.0,simplified_prospectus,53;;;;;;;;;;;
"24364,7706,""The Fund will focus on companies engaged in research,development, production or distribution of products and services in industriessuch as:• pharmaceuticals and personal health care products• medical supplies and medical technology• health care facilities and managed care companies• health care related information services• biotechnology and biomedical products, services and processes"",0.0,simplified_prospectus,53";;;;;;;;;;;
24365,7745,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,53;;;;;;;;;;;
24366,7873,Capital appreciation by investing primarily in equity securities ofhealth care and biotechnology companies located in the U.S. andthroughout the world.,0.0,simplified_prospectus,53;;;;;;;;;;;
24367,8675,Biotech Corporate Class,0.0,simplified_prospectus,53;;;;;;;;;;;
24368,9785,Ten years,0.0,simplified_prospectus,53;;;;;;;;;;;
"24369,10490,""The fundamental investment philosophy of Franklin Advisers, Inc."",0.0,simplified_prospectus,53";;;;;;;;;;;
24370,11069,is on page 47.,0.0,simplified_prospectus,53;;;;;;;;;;;
24371,11574,What are the risks of investing in the fund?• equity risk• foreign investment risk• emerging markets risk• smaller companies risk• liquidity risk• regulatory risk• large investor risk • derivative risk• repurchase/reverse repurchase agreements risk• underlying fund risk• series risk• short selling risk• securities lending risk,0.0,simplified_prospectus,53;;;;;;;;;;;
24372,11693,Franklin Technology Corporate Class,0.0,simplified_prospectus,53;;;;;;;;;;;
"24373,11984,""• may hold a portion of its assets in cash, money market securities or"",1.0,simplified_prospectus,53";;;;;;;;;;;
24374,12311,Franklin World Health Sciences and,0.0,simplified_prospectus,53;;;;;;;;;;;
24375,12547,Three years,0.0,simplified_prospectus,53;;;;;;;;;;;
24376,12843,Five years,0.0,simplified_prospectus,53;;;;;;;;;;;
24377,13030,These transactions will be usedwith the other investment strategies in a manner considered most appropriateto achieving the Fund’s overall investment objectives and enhancing the Fund’sreturns.,1.0,simplified_prospectus,53;;;;;;;;;;;
"24378,13676,""While following this basic philosophy, the portfolio advisor will focus on healthscience and biotech companies with the potential for above average growth inrevenues and/or earnings."",0.0,simplified_prospectus,53";;;;;;;;;;;
24379,14398,Biotech Fund,0.0,simplified_prospectus,53;;;;;;;;;;;
24380,14757,What does the fund invest in?,1.0,simplified_prospectus,53;;;;;;;;;;;
"24381,15050,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,53";;;;;;;;;;;
"24382,15740,""transactions as well as derivatives including forward contracts, calls, puts andswaps (as described on pages 26 to 27). These transactions and derivativeswill be used in conjunction with the Fund’s other investment strategies ina manner considered most appropriate to achieving the Fund’s overallinvestment objectives and enhancing the Fund’s returns as permitted bysecurities regulations."",1.0,simplified_prospectus,53";;;;;;;;;;;
24383,16074,The Fund’s portfolio turnover rate may be greater than 70%. The higher a Fund’sportfolio turnover rate:• the greater the chance that you may receive a distribution from the Fund thatmust be included in determining a taxable investor’s income for tax purposes,0.0,simplified_prospectus,53;;;;;;;;;;;
24384,16309,Series ASeries F,0.0,simplified_prospectus,53;;;;;;;;;;;
24385,16690,Expenses payable over:,0.0,simplified_prospectus,53;;;;;;;;;;;
"24386,17119,""These costs are an expense of theFund and are paid out of Fund assets, which may reduce your returns."",0.0,simplified_prospectus,53";;;;;;;;;;;
24387,17358,Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,53;;;;;;;;;;;
24388,17725,money market mutual funds while seeking investment opportunities orfor defensive purposes,1.0,simplified_prospectus,53;;;;;;;;;;;
24389,18205,156.3296.28,0.0,simplified_prospectus,53;;;;;;;;;;;
24390,18915,Terminating Funds,0.0,simplified_prospectus,53;;;;;;;;;;;
24391,19563,Who should invest in this fund?Investors:• seeking a growth fund investing in health sciences and biotechnology sectors,0.0,simplified_prospectus,53;;;;;;;;;;;
24392,20069,Details of the proposed mergers are set out under Additional Information –Proposed Fund Mergerson pages 23 and 24. The investment objective andstrategies of the Continuing Fund can be found on page 50.,0.0,simplified_prospectus,53;;;;;;;;;;;
"24393,20199,""• may engage in securities lending, repurchase and reverse repurchase"",0.0,simplified_prospectus,53";;;;;;;;;;;
24394,20301,Continuing Fund,0.0,simplified_prospectus,53;;;;;;;;;;;
24395,20348,The Manager proposes to merge the following Terminating Funds into FranklinFlex Cap Growth Corporate Class (the “Continuing Fund”):,0.0,simplified_prospectus,53;;;;;;;;;;;
24396,20498,89.1854.93,0.0,simplified_prospectus,53;;;;;;;;;;;
24397,21029,F U N D   D E T A I L SType of fund:Start date:,0.0,simplified_prospectus,53;;;;;;;;;;;
24398,21137,51,0.0,simplified_prospectus,53;;;;;;;;;;;
"24399,21165,""The Fund:• may purchase equity securities anywhere in the world, but generally expectsto invest a greater percentage of its assets in U.S. companies than any othersingle country"",1.0,simplified_prospectus,53";;;;;;;;;;;
24400,21320,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,53;;;;;;;;;;;
24401,180,Distribution policyWe may distribute dividends annually in February or March.,0.0,simplified_prospectus,54;;;;;;;;;;;
24402,238,Expenses payable over:,0.0,simplified_prospectus,54;;;;;;;;;;;
24403,412,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,54;;;;;;;;;;;
24404,1266,What does the fund invest in?,1.0,simplified_prospectus,54;;;;;;;;;;;
"24405,1368,"", San Mateo, California is the portfolio advisor of the Underlying Fund"",1.0,simplified_prospectus,54";;;;;;;;;;;
24406,1895,Biotech Corporate Class,0.0,simplified_prospectus,54;;;;;;;;;;;
24407,2255,The fundamental investment objective may only be changed with the approvalof a majority of shareholders at a meeting called for that purpose.,0.0,simplified_prospectus,54;;;;;;;;;;;
24408,2787,355.83219.17,0.0,simplified_prospectus,54;;;;;;;;;;;
24409,3972,Franklin World Health Sciences and Biotech Corporate Class,0.0,simplified_prospectus,54;;;;;;;;;;;
24410,4037,The Fund:• invests in units of Franklin World Health Sciences and Biotech Fund andtherefore the share price of Franklin World Health Sciences and BiotechCorporate Class rises and falls with the unit price of the Underlying Fund.,0.0,simplified_prospectus,54;;;;;;;;;;;
24411,4249,What are the risks of investing in the fund?See page 51 for a list of the risks associated with the Fund’s investmentin Franklin World Health Sciences and Biotech Fund.,0.0,simplified_prospectus,54;;;;;;;;;;;
24412,4834,Continuing Fund,0.0,simplified_prospectus,54;;;;;;;;;;;
24413,5253,156.3296.28,0.0,simplified_prospectus,54;;;;;;;;;;;
24414,6365,Simplified Prospectus,0.0,simplified_prospectus,54;;;;;;;;;;;
24415,6670,The Manager proposes to merge the following Terminating Funds into FranklinFlex Cap Growth Corporate Class (the “Continuing Fund”):,0.0,simplified_prospectus,54;;;;;;;;;;;
"24416,6958,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,54";;;;;;;;;;;
"24417,7098,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,54";;;;;;;;;;;
24418,7253,• willing to accept high investment risk• planning to hold their investment for the medium to long term,0.0,simplified_prospectus,54;;;;;;;;;;;
24419,8209,Who should invest in this fund?Investors:• seeking a growth fund investing in health sciences and biotechnology sectorsin the U.S. and around the world to be held primarily outside a registeredplan as it allows taxable investors to switch between Corporate Class Fundswithout incurring a tax liability on the switch,0.0,simplified_prospectus,54;;;;;;;;;;;
24420,8690,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,54;;;;;;;;;;;
24421,9004,Franklin World Health Sciences and,0.0,simplified_prospectus,54;;;;;;;;;;;
24422,9435,F U N D   D E T A I L SType of fund:Start date:Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,54;;;;;;;;;;;
24423,9652,Three years,0.0,simplified_prospectus,54;;;;;;;;;;;
24424,9780,52,0.0,simplified_prospectus,54;;;;;;;;;;;
24425,9808,Biotech Fund,0.0,simplified_prospectus,54;;;;;;;;;;;
24426,12076,One year,0.0,simplified_prospectus,54;;;;;;;;;;;
24427,12420,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,54;;;;;;;;;;;
24428,13163,There may be performance lags or tracking errors with respect to the Fund’sinvestment in the Underlying Fund which could result in the share price ofFranklin World Health Sciences and Biotech Corporate Class not preciselytracking the unit price of the Underlying Fund.,0.0,simplified_prospectus,54;;;;;;;;;;;
24429,15371,Details of the proposed mergers are set out under Additional Information –Proposed Fund Mergerson pages 23 and 24. The investment objective andstrategies of the Continuing Fund can be found on page 50.,0.0,simplified_prospectus,54;;;;;;;;;;;
24430,15735,See page 51 for the Investment objective of Franklin World Health Sciencesand Biotech Fund.,0.0,simplified_prospectus,54;;;;;;;;;;;
24431,15884,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,54;;;;;;;;;;;
24432,15918,28.2917.43,0.0,simplified_prospectus,54;;;;;;;;;;;
24433,16165,Franklin Technology Corporate Class,0.0,simplified_prospectus,54;;;;;;;;;;;
24434,17923,Ten years,0.0,simplified_prospectus,54;;;;;;;;;;;
24435,18252,Franklin Flex Cap Growth Corporate Class,0.0,simplified_prospectus,54;;;;;;;;;;;
24436,18862,Five years,0.0,simplified_prospectus,54;;;;;;;;;;;
24437,19314,Terminating Funds,0.0,simplified_prospectus,54;;;;;;;;;;;
24438,19568,Portfolio advisor:,0.0,simplified_prospectus,54;;;;;;;;;;;
24439,19591,The Fund has theseadditional risks:• tracking risk• series risk• corporate class fund risk,0.0,simplified_prospectus,54;;;;;;;;;;;
24440,19740,Long-term capital appreciation by investing substantially all of itsassets in units of Franklin World Health Sciences and Biotech Fund.,0.0,simplified_prospectus,54;;;;;;;;;;;
24441,19918,Series ASeries F,0.0,simplified_prospectus,54;;;;;;;;;;;
24442,20911,89.1854.93,0.0,simplified_prospectus,54;;;;;;;;;;;
"24443,21076,""Specialty equitySeries A, F and O shares: June 18, 2001 Series A, F and O shares of a mutual fund corporationYes Series A shares: 2.00%Series F shares: 1.00% Series O shares: Management and administration fee is negotiated with and paid by the shareholder directly to the Manager Franklin Advisers, Inc."",0.0,simplified_prospectus,54";;;;;;;;;;;
24444,21297,Franklin World Health Sciences and,0.0,simplified_prospectus,54;;;;;;;;;;;
24445,374,is on page 47.,0.0,simplified_prospectus,55;;;;;;;;;;;
24446,481,The Fund’s portfolio turnover rate may be greater than 70%. The higher a Fund’sportfolio turnover rate:• the greater the chance that you may receive a distribution from the Fund thatmust be included in determining a taxable investor’s income for tax purposes,0.0,simplified_prospectus,55;;;;;;;;;;;
24447,814,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,55;;;;;;;;;;;
24448,1262,53,0.0,simplified_prospectus,55;;;;;;;;;;;
24449,1376,Distribution policyWe may distribute dividends annually in February or March.,0.0,simplified_prospectus,55;;;;;;;;;;;
24450,1664,See “Short selling” on page 27 for more information.,0.0,simplified_prospectus,55;;;;;;;;;;;
24451,1946,internet services,0.0,simplified_prospectus,55;;;;;;;;;;;
"24452,2354,""• expects to invest primarily in the U.S., but may invest up to 25% of its total"",1.0,simplified_prospectus,55";;;;;;;;;;;
"24453,2545,"", San Mateo, California"",0.0,simplified_prospectus,55";;;;;;;;;;;
24454,2744,What are the risks of investing in the fund?• equity risk• foreign investment risk• smaller companies risk• liquidity risk• derivative risk• repurchase/reverse repurchase agreements risk• large investor risk• series risk• corporate class fund risk• short selling risk• securities lending risk,0.0,simplified_prospectus,55;;;;;;;;;;;
24455,2889,These transactions will be usedwith the other investment strategies in a manner considered most appropriateto achieving the Fund’s overall investment objectives and enhancing the Fund’sreturns.,1.0,simplified_prospectus,55;;;;;;;;;;;
"24456,3089,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,55";;;;;;;;;;;
24457,3185,The Manager proposes to merge the following Terminating Funds into FranklinFlex Cap Growth Corporate Class (the “Continuing Fund”):,0.0,simplified_prospectus,55;;;;;;;;;;;
24458,3907,Portfolio advisor:,0.0,simplified_prospectus,55;;;;;;;;;;;
24459,3993,Three years,0.0,simplified_prospectus,55;;;;;;;;;;;
"24460,4273,""Specialty equitySeries A, F and O shares: June 18, 2001Series A, F and O shares of a mutual fund corporationYes Series A shares: 2.00% Series F shares: 1.00%Series O shares: Management and administration fee is negotiated with and paid by the shareholder directly to the Manager Franklin Advisers, Inc."",0.0,simplified_prospectus,55";;;;;;;;;;;
"24461,4452,""• may engage in securities lending, repurchase and reverse repurchase"",0.0,simplified_prospectus,55";;;;;;;;;;;
24462,4563,investment objectives and enhancing the Fund’s returns as permitted bysecurities regulations.,0.0,simplified_prospectus,55;;;;;;;;;;;
24463,4613,Continuing Fund,0.0,simplified_prospectus,55;;;;;;;;;;;
24464,4941,Five years,0.0,simplified_prospectus,55;;;;;;;;;;;
24465,4956,Franklin Technology Corporate Class,0.0,simplified_prospectus,55;;;;;;;;;;;
24466,5062,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,55;;;;;;;;;;;
24467,5478,assets in smaller companies,0.0,simplified_prospectus,55;;;;;;;;;;;
24468,5582,money market mutual funds while seeking investment opportunities orfor defensive purposes,1.0,simplified_prospectus,55;;;;;;;;;;;
24469,5875,Terminating Funds,0.0,simplified_prospectus,55;;;;;;;;;;;
24470,6439,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,55;;;;;;;;;;;
"24471,6862,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,55";;;;;;;;;;;
24472,6881,Franklin Flex Cap Growth Corporate Class,0.0,simplified_prospectus,55;;;;;;;;;;;
24473,7939,• the higher the trading costs of the Fund.,0.0,simplified_prospectus,55;;;;;;;;;;;
24474,8835,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,55;;;;;;;;;;;
24475,9022,Details of the proposed mergers are set out under Additional Information –Proposed Fund Mergerson pages 23 and 24. The investment objective andstrategies of the Continuing Fund can be found on page 50.,0.0,simplified_prospectus,55;;;;;;;;;;;
24476,9418,Biotech Corporate Class,0.0,simplified_prospectus,55;;;;;;;;;;;
"24477,9942,""These costs are an expense of theFund and are paid out of Fund assets, which may reduce your returns."",0.0,simplified_prospectus,55";;;;;;;;;;;
24478,10218,F U N D   D E T A I L SType of fund:Start date:Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,55;;;;;;;;;;;
24479,10838,156.3296.28,0.0,simplified_prospectus,55;;;;;;;;;;;
24480,11156,Who should invest in this fund?Investors:• seeking a growth fund investing in the technology sector to be held primarilyoutside a registered plan as it allows taxable investors to switch betweenCorporate Class Funds without incurring a tax liability on the switch,0.0,simplified_prospectus,55;;;;;;;;;;;
24481,11199,89.1854.93,0.0,simplified_prospectus,55;;;;;;;;;;;
24482,11298,355.83219.17,0.0,simplified_prospectus,55;;;;;;;;;;;
"24483,12189,""The fundamental investment philosophy of Franklin Advisers, Inc."",0.0,simplified_prospectus,55";;;;;;;;;;;
24484,12644,• willing to accept high investment risk• planning to hold their investment for the medium to long term,0.0,simplified_prospectus,55;;;;;;;;;;;
24485,12807,Ten years,0.0,simplified_prospectus,55;;;;;;;;;;;
24486,13313,• media and information services• semiconductors and semiconductor equipment• precision instruments• health care technology and biotechnology,0.0,simplified_prospectus,55;;;;;;;;;;;
"24487,13379,""These may include companies in the following industries:• technology services, including computer software, data services, and"",0.0,simplified_prospectus,55";;;;;;;;;;;
24488,13929,What does the fund invest in?,1.0,simplified_prospectus,55;;;;;;;;;;;
"24489,14581,""• telecommunications, including networking, wireless, and wire-line services"",0.0,simplified_prospectus,55";;;;;;;;;;;
24490,15199,The fundamental investment objective may only be changed with the approvalof a majority of shareholders at a meeting called for that purpose.,0.0,simplified_prospectus,55;;;;;;;;;;;
"24491,15272,""• electronic technology, including computers, computer products, and"",0.0,simplified_prospectus,55";;;;;;;;;;;
24492,16216,28.2917.43,0.0,simplified_prospectus,55;;;;;;;;;;;
"24493,16255,""transactions as well as derivatives including forward contracts, calls, puts andswaps (as described on pages 26 to 27). These transactions and derivativeswill be used in conjunction with the Fund’s other investment strategies in amanner considered most appropriate to achieving the Fund’s overall"",1.0,simplified_prospectus,55";;;;;;;;;;;
24494,16713,Franklin World Health Sciences and,0.0,simplified_prospectus,55;;;;;;;;;;;
"24495,16952,""As an exception to standard investment restrictions for mutual funds, the Fundhas obtained approval of the Canadian securities regulators to permit the Fundto engage in a limited amount of short selling."",1.0,simplified_prospectus,55";;;;;;;;;;;
24496,17121,and equipment,0.0,simplified_prospectus,55;;;;;;;;;;;
24497,17973,Expenses payable over:,0.0,simplified_prospectus,55;;;;;;;;;;;
24498,18540,Series ASeries F,0.0,simplified_prospectus,55;;;;;;;;;;;
24499,18860,The Fund:• may invest in companies of any size and may invest a significant portion of its,1.0,simplified_prospectus,55;;;;;;;;;;;
"24500,19108,""As of May 25, 2007, the Manager held 52.2% of the Fund."",0.0,simplified_prospectus,55";;;;;;;;;;;
24501,19127,Capital appreciation by investing primarily in equity securities oftechnology companies located in the U.S. and throughout the world.,0.0,simplified_prospectus,55;;;;;;;;;;;
24502,19699,assets in other countries,0.0,simplified_prospectus,55;;;;;;;;;;;
24503,19828,Franklin Technology Corporate Class,0.0,simplified_prospectus,55;;;;;;;;;;;
24504,19956,Simplified Prospectus,0.0,simplified_prospectus,55;;;;;;;;;;;
"24505,20484,""The Fund normally invests at least 65% of its total assets in equity securities ofcompanies expected to benefit from the development, advancement, and use oftechnology."",1.0,simplified_prospectus,55";;;;;;;;;;;
"24506,20728,""• may hold a portion of its assets in cash, money market securities or"",1.0,simplified_prospectus,55";;;;;;;;;;;
24507,20862,electronic components,0.0,simplified_prospectus,55;;;;;;;;;;;
24508,21299,Biotech Fund,0.0,simplified_prospectus,55;;;;;;;;;;;
24509,21563,One year,0.0,simplified_prospectus,55;;;;;;;;;;;
24510,21645,Franklin World Health Sciences and,0.0,simplified_prospectus,55;;;;;;;;;;;
24511,334,money market mutual funds while seeking investment opportunities orfor defensive purposes,1.0,simplified_prospectus,56;;;;;;;;;;;
24512,520,Ten years,0.0,simplified_prospectus,56;;;;;;;;;;;
24513,952,One year,0.0,simplified_prospectus,56;;;;;;;;;;;
"24514,1979,""In addition to selecting securities from Canada, the U.S. and other industrializedcountries that comprise the Morgan Stanley Capital International EAFE Index(Europe, Australia and the Far East), the Fund may invest up to 20% of its totalassets in common stocks of issuers located in emerging market nations and upto 35% of its total assets in debt securities."",1.0,simplified_prospectus,56";;;;;;;;;;;
24515,2618,Portfolio advisor:Sub-advisor:,0.0,simplified_prospectus,56;;;;;;;;;;;
"24516,2793,""Global equitySeries A, F and O shares: June 18, 2001 Series A, F and O shares of a mutual fund corporationYes Series A shares: 2.00% Series F shares: 1.00%Series O shares: Management and administration fee is negotiated with and paid by the shareholder directly to the Manager Franklin Advisers, Inc."",0.0,simplified_prospectus,56";;;;;;;;;;;
"24517,2876,""The Fund:• may also, when suitable opportunities are available, invest in initial public"",0.0,simplified_prospectus,56";;;;;;;;;;;
"24518,3074,""These factors include economic growth, monetary and fiscal policy, politicalenvironment, market liquidity and momentum, and market valuations."",0.0,simplified_prospectus,56";;;;;;;;;;;
24519,3622,These transactions will be usedwith the other investment strategies in a manner considered most appropriateto achieving the Fund’s overall investment objectives and enhancing the Fund’sreturns.,1.0,simplified_prospectus,56;;;;;;;;;;;
24520,3838,I N V E S T M E N T   S T R A T E G I E S,0.0,simplified_prospectus,56;;;;;;;;;;;
"24521,3845,""As an exception to standard investment restrictions for mutual funds, the Fundhas obtained approval of the Canadian securities regulators to permit the Fundto engage in a limited amount of short selling."",1.0,simplified_prospectus,56";;;;;;;;;;;
24522,4953,See “Short selling” on page 27 for more information.,0.0,simplified_prospectus,56;;;;;;;;;;;
24523,5490,Distribution policyWe may distribute dividends annually in February or March.,0.0,simplified_prospectus,56;;;;;;;;;;;
24524,5776,Series ASeries F,0.0,simplified_prospectus,56;;;;;;;;;;;
24525,6220,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,56;;;;;;;;;;;
"24526,6795,""In evaluating theprospects for each region, the portfolio advisor considers a variety of investmentfactors that are key to its assessment of the relative attractiveness of each area."",0.0,simplified_prospectus,56";;;;;;;;;;;
24527,7055,Simplified Prospectus,0.0,simplified_prospectus,56;;;;;;;;;;;
24528,7058,27.2716.40,0.0,simplified_prospectus,56;;;;;;;;;;;
"24529,7256,""Through fundamental research on regions and companies, the portfolio advisorseeks to create a diversified portfolio of high quality growth companies weightedtowards the regions in the world with the best growth prospects."",0.0,simplified_prospectus,56";;;;;;;;;;;
"24530,7315,""• may engage in securities lending, repurchase and reverse repurchase"",0.0,simplified_prospectus,56";;;;;;;;;;;
"24531,7318,""As of May 25, 2007, Franklin Templeton Global Growth Portfolio held 50.7% ofthe Fund, the Manager held 14.3% of the Fund and Franklin Templeton GlobalGrowth Corporate Class Portfolio held 12.1% of the Fund."",0.0,simplified_prospectus,56";;;;;;;;;;;
24532,7629,150.6690.62,0.0,simplified_prospectus,56;;;;;;;;;;;
24533,8380,Franklin World Growth Corporate Class,0.0,simplified_prospectus,56;;;;;;;;;;;
24534,8553,Who should invest in this fund?Investors:• seeking a growth fund investing in high-growth potential companies aroundthe world to be held primarily outside a registered plan as it allows taxableinvestors to switch between Corporate Class Funds without incurring a taxliability on the switch,0.0,simplified_prospectus,56;;;;;;;;;;;
24535,9823,Five years,0.0,simplified_prospectus,56;;;;;;;;;;;
24536,10153,What are the risks of investing in the fund?• equity risk• foreign investment risk• interest rate risk• emerging markets risk• smaller companies risk• liquidity risk• derivative risk• repurchase/reverse repurchase agreements risk• large investor risk• series risk• underlying fund risk• corporate class fund risk• short selling risk• securities lending risk,0.0,simplified_prospectus,56;;;;;;;;;;;
"24537,10300,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,56";;;;;;;;;;;
24538,10720,F U N D   D E T A I L SType of fund:Start date:Nature of securities:Eligible for registered plans:Management fee:,0.0,simplified_prospectus,56;;;;;;;;;;;
24539,11176,Three years,0.0,simplified_prospectus,56;;;;;;;;;;;
24540,11734,Expenses payable over:,0.0,simplified_prospectus,56;;;;;;;;;;;
24541,11937,54,0.0,simplified_prospectus,56;;;;;;;;;;;
"24542,12185,""Based onquantitative and qualitative analysis of this data, the advisor identifies geographicaland sector weightings in an attempt to minimize systemic country risk whileinvesting in high-quality growth stocks in favourable investment environments."",0.0,simplified_prospectus,56";;;;;;;;;;;
24543,12269,85.9551.70,0.0,simplified_prospectus,56;;;;;;;;;;;
24544,14020,We describe our fundamental investment philosophy on page 47.,0.0,simplified_prospectus,56;;;;;;;;;;;
24545,15304,offerings of securities,0.0,simplified_prospectus,56;;;;;;;;;;;
"24546,15425,""Long-term capital appreciation by investing primarily in equitysecurities of growth companies with any market size capitalization,which are located throughout the world."",0.0,simplified_prospectus,56";;;;;;;;;;;
24547,17264,• willing to accept moderate investment risk• planning to hold their investment for the medium to long term,0.0,simplified_prospectus,56;;;;;;;;;;;
24548,18441,342.94206.28,0.0,simplified_prospectus,56;;;;;;;;;;;
24549,18645,I N V E S T M E N T   O B J E C T I V E,0.0,simplified_prospectus,56;;;;;;;;;;;
"24550,19193,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,56";;;;;;;;;;;
"24551,19532,""transactions as well as derivatives including forward contracts, calls, puts andswaps (as described on pages 26 to 27). These transactions and derivativeswill be used in conjunction with the Fund’s other investment strategies ina manner considered most appropriate to achieving the Fund’s overallinvestment objectives and enhancing the Fund’s returns as permitted bysecurities regulations."",1.0,simplified_prospectus,56";;;;;;;;;;;
24552,19774,What does the fund invest in?,1.0,simplified_prospectus,56;;;;;;;;;;;
24553,19999,The fundamental investment objective may only be changed with the approvalof a majority of shareholders at a meeting called for that purpose.,0.0,simplified_prospectus,56;;;;;;;;;;;
"24554,20449,""• may invest a small portion of its assets in private companies or illiquid securities• may hold a portion of its assets in cash, money market securities or"",1.0,simplified_prospectus,56";;;;;;;;;;;
24555,20717,F r a n k l i n   T e m p l e t o n   i n v e s t m e n t s,0.0,simplified_prospectus,56;;;;;;;;;;;
"24556,21037,"", New York, New York"",0.0,simplified_prospectus,56";;;;;;;;;;;
"24557,21160,"", San Mateo, California Fiduciary International, Inc."",0.0,simplified_prospectus,56";;;;;;;;;;;
"24558,117,""As an exception to standard investment restrictions for mutual funds, the Fundhas obtained approval of the Canadian securities regulators to permit the Fundto engage in a limited amount of short selling."",1.0,simplified_prospectus,57";;;;;;;;;;;
24559,202,156.3296.28,0.0,simplified_prospectus,57;;;;;;;;;;;
24560,2846,28.2917.43,0.0,simplified_prospectus,57;;;;;;;;;;;
"24561,2939,""transactions as well as derivatives including forward contracts, calls, puts andswaps (as described on pages 26 to 27). These transactions and derivativeswill be used in conjunction with the Fund’s other investment strategies ina manner considered most appropriate to achieving the Fund’s overallinvestment objectives and enhancing the Fund’s returns as permitted bysecurities regulations."",1.0,simplified_prospectus,57";;;;;;;;;;;
24562,3237,Three years,0.0,simplified_prospectus,57;;;;;;;;;;;
24563,3654,55,0.0,simplified_prospectus,57;;;;;;;;;;;
"24564,4993,""Please see Fund expenses indirectly borne by investors on page 28 for the required assumptions used in this table,which do not reflect the actual performance of the Fund."",0.0,simplified_prospectus,57";;;;;;;;;;;
24565,5513,money market mutual funds while seeking investment opportunities orfor defensive purposes,1.0,simplified_prospectus,57;;;;;;;;;;;
"24566,5549,""Fund expenses indirectly borne by investors based on$1,000 initial investment"",0.0,simplified_prospectus,57";;;;;;;;;;;
24567,6773,Ten years,0.0,simplified_prospectus,57;;;;;;;;;;;
24568,7294,Portfolio advisor:Sub-advisor:,0.0,simplified_prospectus,57;;;;;;;;;;;
24569,7933,See “Short selling” on page 27 for more information.,0.0,simplified_prospectus,57;;;;;;;;;;;
24570,8026,See page 2 for a full discussion of these risks.,0.0,simplified_prospectus,57;;;;;;;;;;;
