,index,text,label,mandate,page_no
12641,7625,"7.5 Transfer  Expenses  A transferor of any Unit hereby agrees to reimburse the Compartment at the  request of the Management Company for any expenses reasonably incurred by  the Compartment in connection with such Transfer, including any legal,  accounting and other expenses ( ""Transfer Expenses"" ), whether or not such  Transfer is consummated.",False,funds,282
12642,2672, has the meaning given in the Data Protection Policy Section of this Issuing Document; ,0.0,funds,47
12643,6719,The Unitholders acknowledge and agree that such arrangements do not  constitute preferential treatment within the meaning of the AIFM Law.,False,funds,239
12644,6080,The Transfer shall not become effective  until such Transfer has been registered in accordance with Company Law.,False,funds,208
12645,9042,"Investment funds (no limit for MS Sector: Funds) ,  - Limit for each sector (excl.",False,wien,11
12646,4326,"advance to the Compartment (subject as provided in this Section), as an ",0.0,funds,126
12647,4193,"""ESG""",0.0,funds,120
12648,1325,"",False,advocard,67
12649,7965,of the Defaulting Investor on terms substantially similar to the ,0.0,funds,298
12650,2237,The Fund or the Compartment agrees to indemnify and hold harmless out of Fund Assets or the relevant ,0.0,funds,26
12651,1711," e Yield and Income actual and",False,advocard,75
12652,643,"Government debt and government guaranteed debt and collaterized*
 Gov>20%
 Asset Backed Securities
 Ass<7,5%
 Subordinated Securities
 Sub<10%
 T1 and any other deeply subordinated securities
 T1 $1,75%
 Min rating
 Corporate finacials
 >= 25%
 Market Concentration and Currency Risk
 Non-Government net exposure limit (to an Ultimate Parent
Company)
 AAA
 AAAS3%
 Total investments (ex.",1,advocard,36
12653,3661,"""Final Closing Date"" ",0.0,funds,95
12654,703,"100% if the received collateral is rated AAA/AA

b.",1,advocard,37
12655,8667,"7.6 Insurance  Trustee  To the extent that a Unitholder qualifying as German Regulated Investor has  appointed an Insurance Trustee and as long as a Unitholder's Units are directly  part of the Guarantee Assets of such Unitholder, the respective Unitholder's  Units may only be Transferred with the written consent of the Insurance  Trustee in accordance with Sections 128, 129 of the German Insurance  Supervisory Act.",False,funds,331
12656,1347,"",False,advocard,67
12657,1094,no future premiums on existing policies) for the entire time horizon m.,False,advocard,53
12658,2907,The Compartment shall be liable for its formation costs and shall also be liable for its pro rata share of the ,0.0,funds,59
12659,6289, means the period beginning on the First Closing Date and ending on the fifth ,0.0,funds,217
12660,8220,development finance institution (save to the extent such requirements ,0.0,funds,311
12661,3580,Investors; and ,0.0,funds,92
12662,11,Duration and termination of the Agreement  ................................................................................................. 20 12.,False,advocard,1
12663,887,ABS and MBS,1,advocard,46
12664,8917,SPE within & ex NAV transactions) 12  average Reinvestment-Yield-Spread (above 10Y EUR Swap)** 85bps Master Portfolio  2022                             26  Thereof Fixed Income                             23  Thereof Equity                               1  IFRS Realized gain / losses incl.,False,wien,4
12665,6377,"In case of the  launch of an additional class of Units, this Appendix will be updated as  appropriate.",False,funds,222
12666,7876,"11 Regulation (EU) 2015/2365 of the European  Parliament and of the Council of 25 November 2015 on transparency of  securities financing transactions and of reuse and amending Regulation (EU) No  648/2012 ( ""Securities Financing Regulation"" ).",False,funds,293
12667,3991,"and obligations set forth in the Management Regulations, the general ",0.0,funds,111
12668,7266,the Compartment and (ii) the last date on which an existing Unitholder increases the amount of its ,0.0,funds,265
12669,3084,"arrangements disclosed with any other Unitholder of the Compartment, being ",0.0,funds,68
12670,4431,"132  The Management Company shall also be entitled to the following fees:  (a) a one-time onboarding fee of EUR 20,000 in relation to the formation  of the Compartment; and  (b) a flat contingency fee of EUR 10,000 in relation to any extraordinary  operational tasks that go beyond the Management Company's usual  duties.",False,funds,131
12671,3996,(c),0.0,funds,111
12672,6402,does not proceed to completion (and the Management Company is ,0.0,funds,223
12673,3090,"side letters or side arrangements, provided that the Management Company ",0.0,funds,69
12674,3499,(d),0.0,funds,87
12675,2813,55  Commitments from Investors admitted at the First Closing Date shall be  advanced in respect of each Commitment as to such amount as the  Management Company shall notify to them within 5 Business Days of the  First Closing Date.,False,funds,54
12676,1976,Compartments; ,0.0,funds,15
12677,6741,Compartment; ,0.0,funds,240
12678,6123,10.3 Liquidity Risk  Management  The Compartment is a closed-ended compartment investing primarily in  illiquid assets.,False,funds,213
12679,6731,"""Closing Date"" ",0.0,funds,240
12680,4340,c),0.0,funds,126
12681,9359,Feasibility analysis is iniated immediately and monitoring will be iniated upon implementaon.,False,wien,31
12682,3024,The costs and charges of a compulsory redemption will be borne by the  redeeming Unitholder.,False,funds,65
12683,3235,"1.2 Asset  segregation  The Compartment corresponds to a distinct part of the assets and liabilities  of the Fund, and its assets and liabilities shall be fully segregated from the  assets and liabilities of any other Compartment of the Fund.",False,funds,73
12684,2728,50  APPENDIX 1.,False,funds,49
12685,589,Best Regards.,False,advocard,27
12686,27,"), is authorized  to provide,  inter alia , individual portfolio management services pursuant to article 1, paragraph 5, point d), of  the Legislative Decree n.",False,advocard,2
12687,677," <0,1%",1,advocard,36
12688,7493,"money on a short-term basis (not to exceed 12 months, and no long term ",0.0,funds,276
12689,9307,"Asset Class, single investment,  other restrictions) Total Company  Assets 2.",False,wien,28
12690,1254,and always in Cc:,0.0,advocard,58
12691,1369,"justified if the",False,advocard,67
12692,3317,79  Commitments from Investors admitted at the First Closing Date shall be  advanced in respect of each Commitment as to such amount as the  Management Company shall notify to them within 5 Business Days of the  First Closing Date.,False,funds,78
12693,9365,"Societa di  gestione del risparmio (GIAM) and our company as of 22 nd  December 2015 and  amended from time to time we herewith notify to GIAM the enclosed updated  version of Annex 3 which substitutes the last version from  January 1st, 2022.",False,wien,0
12694,1416," LIM-Reporting.de@generali.com",False,advocard,71
12695,3089,arrangements that they wish to avail themselves of any of the terms of those ,0.0,funds,69
12696,1389,"Investment
Objectives?",False,advocard,69
12697,3181, means the trustee appointed in accordance with Section 128 of the German ,0.0,funds,71
12698,143,4.2.,False,advocard,7
12699,3509,A Transfer under this Section 7.2 shall be valid upon the implementation of the  instrument of transfer with the consent of the Management Company  (whereas the Management Company's consent is deemed to be given if the  requirements set out in this Section 7.2 are fulfilled) and execution and delivery  of such other documentation as the Management Company may reasonably  require in the context of such Transfer.,False,funds,87
12700,2880,Borrowing ,0.0,funds,58
12701,6480,The  Management Company will delegate the portfolio management of the  Compartment to the Portfolio Manager.,False,funds,228
12702,5414,end of the above cure period; ,0.0,funds,177
12703,2121,such consent are adhered to in full. ,0.0,funds,20
12704,8250," means a Unitholder qualifying as Austrian insurance company, ",0.0,funds,313
12705,4725,"""Follow-on investments"" ",0.0,funds,144
12706,3423,6.,False,funds,83
12707,6308,"""Relevant Violation"" ",0.0,funds,218
12708,847,"'2*517--./0.1203-4 ,8*9 8*9,: *+,: )4)703 === ,55/ C55/ <55/ 1)703704?3873 333 55/ 55/ <5/ 07=3 == C,5/ C>5/ <55/ G323) 3 55/ 55/ ,5/ 6777 == :<5/ ,,5/ C-5/ ;3(3) === <5/ :,5/ <55/ A7)38 == <55/ <55/ <55/ 4;741)70 333H33H3 55/ .5/ :55/ === .5/ :55/ :.5/ == C55/ C.5/ <55/ =3)(4E7 <55/ .55/ I55/ #$%$3%1;3%$$'<-$()$ *+,) &0.!--./#/7 0.-5171&&#0 6.72#5.",False,advocard,45
12709,7302, means investment funds complying with Regulation (EU) 2017/1131 of the ,0.0,funds,265
12710,7089,"and obligations set forth in the Management Regulations, the general ",0.0,funds,257
12711,7491,Borrowing ,0.0,funds,276
12712,4563,"your-customer"" checks; and ",0.0,funds,136
12713,4163,interest rate; ,0.0,funds,119
12714,1502,"",False,advocard,72
12715,1071,"and Securitized Bond, 5.",False,advocard,52
12716,6513,formation costs of the Fund so that the formation costs of the Fund shall be borne equally by each ,0.0,funds,229
12717,9205,"Prior client authorization  required DocuSign Envelope ID: 7B0A622D-5C8F-4100-8E25-ACC6E9553E00 Company Single portfolios Generali Versicherung LIFE Health LIFE & Health Deckungsstock  Kranken Deckungsstock Leben, BKV, Kranken I_GVNLTECBD,  I_GVHLDSTBD,  I_GVHL COLL1,  I_GVLDSTBD,  I_GVL BD COLL,  I_GVHLDSTBD, I_GVHL COLL1  I_GVHLDSTBD, I_GVHL COLL1, I_GVLDSTBD, I_GVL BD COLL,  I_GVLBDSTBD Total Company  Assets 3.3.2   Investment Limits and Constraints - Generali Versicherung AG - HEALTH Scope of application (e.g.",False,wien,21
12718,3170, means a Unitholder which qualifies as a German insurance company ,0.0,funds,71
12719,1308," LIM-Reporting.de@generali.com Peregrin.ward@generali.com Matthias.groesbrink@generali.com Christian.abelen@generali.com Ulrich.rueck@generali.com andreas.voss@generali.com jan.hendricks@generali.com Costs",False,advocard,67
12720,6846,"), infrastructure debt, real  estate debt and mortgages, special situations assets (including, inter  alia, stressed/distressed debt, debtor-in-possession financings, non- performing loans, etc.)",False,funds,244
12721,6332,220  APPENDIX 8.,False,funds,219
12722,3687,Versicherungsaufsichtsgesetz,0.0,funds,95
12723,85,"Portfolios are  composed of financial instruments, cash and cash equivalents, either held  in Custody Accounts (securities accounts and cash accounts) linked to each  Portfolio, as specified in Annex 1, or of those specifically listed in Annex 6.",False,advocard,4
12724,8856,"""Relevant Violation"" ",0.0,funds,339
12725,7753,means all or any of the assets of the Compartment; ,0.0,funds,288
12726,72,in Annex 3.3.1 ,0.0,advocard,4
12727,1439,"Ulrich.rueck@generali.com",False,advocard,71
12728,7208,requirements of any governmental or quasi-governmental agency or ,0.0,funds,263
12729,1492,"Matthias.groesbrink@generali.com",False,advocard,72
12730,6930,"Except as provided for in this Appendix, no  further Person may be admitted as a Unitholder after the Final Closing Date,  and the Management Company shall notify the Unitholders of the Final  Closing Date.",False,funds,249
12731,7942,The amount payable by a Subsequent Investor as aforesaid shall be distributed  to Previous Investors pro rata to their respective Contributions as soon as  practicable after receipt from Subsequent Investors so that immediately  thereafter the amounts of all Investors' Unfunded Commitments will bear the  same proportion to their respective Contributions.,False,funds,297
12732,6337,"1.2 Asset  segregation  The Compartment corresponds to a distinct part of the assets and liabilities  of the Fund, and its assets and liabilities shall be fully segregated from the  assets and liabilities of any other Compartment of the Fund.",False,funds,219
12733,187,"Investment restrictions may apply to all the Assets or to a specific individual Portfolio, according to provisions  communicated from time to time, in writing, in Annex 3.",False,advocard,9
12734,9218,Investment Credit Risk Group Guidelines (ICRG) and Local Risk Guideline GV 2.,False,wien,23
12735,2243,"legal fees) incurred by reason of the Indemnified Party being or having acted as management company, ",0.0,funds,26
12736,8841,"""Investment Strategy"" ",0.0,funds,338
12737,4513,agree that in the event the transferee ceases to be a member of the same group ,0.0,funds,135
12738,1749,"local GAAP (HGB)",False,advocard,75
12739,2719, means units issued by the Fund for a Unitholder in relation subscription to a given ,0.0,funds,48
12740,7656,All of this may impact the performance of  the Compartment.,False,funds,285
12741,5022,(a),0.0,funds,159
12742,2783,On and  after the First Closing Date each Investor shall be required to make  Contributions to the Compartment in exchange for Units of the Compartment  up to an aggregate amount equal to its Commitment in accordance with the  relevant Drawdown Notice.,False,funds,53
12743,7259,this Appendix and applicable laws and regulations; ,0.0,funds,265
12744,8222,(c),0.0,funds,311
12745,4046,Sustainability Risks are integrated into the investment decisions as part of the  due diligence process.,False,funds,114
12746,1310,"pursuant to",False,advocard,67
12747,1063,Government and Govt.,False,advocard,52
12748,2111,21 ,0.0,funds,20
12749,1372,"exceeds the 20%",False,advocard,67
12750,4741,"""Initial Value"" ",0.0,funds,144
12751,5895,"2.5 Further  Partners  Further Persons may be admitted as Unitholders by the Management  Company at any time for the purpose of increasing the Total Commitments  and existing Investors may be permitted, in the discretion of the Management  Company, to increase the amount of their Commitments at any time, in both  201  cases up to the Final Closing Date (for the avoidance of doubt, such  Unitholders shall be treated as if they were Subsequent Investors in respect of  the increased amount of their Commitments for purposes of this Section and  for all other purposes of this Appendix), provided that they each sign and  deliver to the Management Company (i) a Commitment Agreement as  provided by the Management Company, upon acceptance of which by the  Management Company they each shall be admitted to the Compartment or (ii)  an amended Commitment Agreement reflecting such increase of Commitment  for the existing Unitholders.",False,funds,199
12752,1069,"Cash & Cash Equivalent, 2.",False,advocard,52
12753,7094,(c),0.0,funds,257
12754,1056,Corporate and Securitized Bonds that fail to pass the SPPI through funds test in the IFRS 9 framework.,False,advocard,52
12755,8190,(g),0.0,funds,310
12756,2169,in any Compartment in the following cases: ,0.0,funds,23
12757,6321,2014/91/EU of 23 July 2014; ,0.0,funds,218
12758,4317,"In particular and without  limitation, the relevant hedging costs of a class of Units will be allocated solely  to such class of Units.",False,funds,125
12759,8807,"""Final Closing Date"" ",0.0,funds,338
12760,1821,The Fund may issue Units of different  classes in each Compartment.,False,funds,3
12761,755,"In a first step financial forecasts can
be modified {if needed) to capture any potential ESG impact on P&L and
Balance Sheet lines.",1,advocard,39
12762,4089,"10.5 Side Letter  Notwithstanding the foregoing, it cannot be excluded that an Investor may be  given preferential treatment in the meaning of, and to the widest extent allowed  by, the Management Regulations, the general part of the Issuing Document  and this Appendix and that the Management Company enters into side letters  or side arrangements with any Unitholder.",False,funds,116
12763,312,"the Italian supervisory authority), the European Data Protection Board  and any other authority having jurisdiction in the subject matter.",False,advocard,15
12764,7360,g) Subordinated Underlying Investments which are not listed or  otherwise included in an organised market on may only be acquired if  the manager of the respective fund has analysed the issuer's audited  financial statements before the acquisition.,False,funds,268
12765,8655,none of the scenarios described in Section I.7.1(a) to I.7.1(a) above ,0.0,funds,330
12766,4325,"Furthermore, after the First Closing Date each Investor may be required to re-",0.0,funds,126
12767,8171,"The principles of treating Investors fairly include, but are not limited to: ",0.0,funds,310
12768,9255,Under overall limit for securities lending (5%) Counterparties List (see ACG)  <= 5% of total company investments (as defined in MCCRG)  1.2.,1,wien,25
12769,2131,"A special resolution shall be a resolution adopted by a majority of at least  seventy-five per cent (75%) of the total number of Units entitled to be voted  (each a  ""Unitholders' 75% Consent"" ).",False,funds,21
12770,1507,"Rating, geography,",False,advocard,72
12771,6142,(f),0.0,funds,213
12772,1086,"The CFM Indicator, used in combination with other KRIs is expected to increase the ALM discipline throughout the whole investment value chain by providing a synthetic set of information which can be used to better steer and measure the performance.",False,advocard,53
12773,8485,of the part of its Commitment drawn  down by the Management Company under this Drawdown Notice  with respect to such Defaulting Investor; and  (b) any payments due to the Defaulting Investor will be withheld until the  part of its Commitment drawn down by the Management Company  under the Drawdown Notice as well as any interest payable in  accordance with clause (a) above have been paid in full.,False,funds,323
12774,3378,"Societa di gestione del risparmio ( ""Portfolio  Manager"" ) to carry out the portfolio management of the Compartment or its  duties hereunder and pursuant to the management agreement with the  Management Company in accordance with article 18 of the AIFM Law.",False,funds,82
12775,8517,The Management Company shall be responsible for paying the fees and  expenses of such delegates and the delegate shall have no right against the  Compartment in respect of any such fees.,False,funds,324
12776,5700,to the Investor in whole or in part; ,0.0,funds,191
12777,322,"Company has taken full and complete knowledge of the order execution and  transmission strategy adopted by GIAM, accepting the related terms.",False,advocard,15
12778,4407,made within 24 months as of the end of the above cure period; ,0.0,funds,129
12779,5092,VALUATION - REPORTING  9.1 Valuation  The asset and liabilities of the Compartment will be valued in accordance with  the provisions set out in the general part of the Issuing Document.,False,funds,162
12780,2915,"jurisdiction, and other costs of establishment, marketing costs, travel costs, accommodation expenses, but ",0.0,funds,59
12781,365,"International Sanctions  Each Party shall comply with all the relevant applicable economic or financial sanctions laws and export controls  regulations, trade embargoes and/or any other mandatory restrictive export measure imposed or enforced by the  United Nations, European Union, United States, UK either directly, indirectly or based on extra-territoriality applicability  if such laws, pursuant to the relevant Parties obligations under this Agreement.",1,advocard,17
12782,5339,One Unit entitles its holder to one vote.,False,funds,173
12783,5392,"Except as provided for in this Appendix, no  further Person may be admitted as a Unitholder after the Final Closing Date,  and the Management Company shall notify the Unitholders of the Final  Closing Date.",False,funds,176
12784,7093,form reasonably satisfactory to the Management Company;  ,0.0,funds,257
12785,978,"required to",False,advocard,49
12786,6698,side arrangement: ,0.0,funds,239
12787,3444,"No Transfer of all or any part of any Unitholder's Units, whether direct or ",0.0,funds,85
12788,732,"Limits refer to transactions' thresholds for which
the prior approval is required.",False,advocard,38
12789,994,"Insurance Company Solvency Margin",False,advocard,49
12790,7730,1 lit.,False,funds,288
12791,8507,325 ,0.0,funds,324
12792,7951,of the part of its Commitment drawn  down by the Management Company under this Drawdown Notice  with respect to such Defaulting Investor; and  (b) any payments due to the Defaulting Investor will be withheld until the  part of its Commitment drawn down by the Management Company  under the Drawdown Notice as well as any interest payable in  accordance with clause (a) above have been paid in full.,False,funds,298
12793,6234,"""Commitment Agreement"" ",0.0,funds,216
12794,2762,"11 Regulation (EU) 2015/2365 of the European  Parliament and of the Council of 25 November 2015 on transparency of  securities financing transactions and of reuse and amending Regulation (EU) No  648/2012 ( ""Securities Financing Regulation"" ).",1,funds,51
12795,2759,"For the avoidance of doubt, the Compartment is authorised to grant  guarantees or security interests to guarantee or secure the obligations of the  Compartment, and, generally, for its own benefit and to borrow money on a  short term basis.",1,funds,51
12796,1588,"characteristics are met",False,advocard,74
12797,9085,"Asset Class, single investment,  other restrictions) Constraint /  Quantitative limit Description / Qualitative limits Limit Restrictions applying to: 3.",False,wien,14
12798,7680,"preventing undue costs being charged to the Fund, the Compartment ",0.0,funds,286
12799,3322,"Unless otherwise provided, the Compartment shall make no further  drawdowns of Unfunded Commitments after the expiry of the Investment  Period for the purposes of making new Investments.",False,funds,78
12800,4157,1 lit.,False,funds,119
12801,3506,(f),0.0,funds,87
12802,1663,"Sustainability (G&S)",False,advocard,75
12803,8553,"4.2 Hedging  and  derivative  instruments  The Compartment will not enter into any derivative transactions other than for  the purpose of hedging against interest rate fluctuations and/or hedging against  the risks of exchange rate fluctuations, in particular in relation to any investment  in a currency other than the Euro, in compliance with applicable Luxembourg  law.",False,funds,326
12804,6021,wishes to Transfer all of its Units to (i) any member of the same group as such ,0.0,funds,207
12805,5191,interest rate; ,0.0,funds,167
12806,8062,Company which consent can be given or withheld in its sole and absolute ,0.0,funds,304
12807,6547,"No Transfer of all or any part of any Unitholder's Units, whether direct or ",0.0,funds,232
12808,1578,"article 11 SFDR",False,advocard,74
12809,800,optimize costs (see Investment Group Governance Policy Section 4.1);,0.0,advocard,41
12810,6593,the transferee is an Eligible Investor and (aa) qualifies as insurance ,0.0,funds,233
12811,2332,The exact rules  32  on the recognition and enforcement of foreign judgments depend on the  jurisdiction in which such judgments are obtained.,False,funds,30
12812,6844,No assurance can be given that the Compartment's investment objective will  be achieved.,False,funds,243
12813,7578,(d),0.0,funds,280
12814,8511,Commitment). ,0.0,funds,324
12815,6906,c),0.0,funds,247
12816,9157,Derivatives & Structured Products Guidelines (DSPG) I.h.,False,wien,18
12817,3101,requirements of any governmental or quasi-governmental agency or ,0.0,funds,69
12818,5734,means Investments other than new Investments and which are made in order ,0.0,funds,192
12819,4288,"1060/2009 ( ""CRA"" ) require an internal credit assessment by the  manager of the respective fund and such manager will validate  internally any ratings issued by a CRA for an Underlying Investment  held by the respective fund.",1,funds,123
12820,4184,"relevant time, has been drawn down and has not been repaid or deemed to have been repaid pursuant to ",0.0,funds,120
12821,5310,"preferred equity), as well as ancillary liquid assets for liquidity  management purposes ( ""Underlying Investments"" ).",False,funds,171
12822,8514,"An ""Excused  Investor"" is an Investor whose payment of the drawn portion of its  Commitment would violate mandatory provisions of applicable law or  requirements or orders of a competent supervisory authority (in particular the  German Federal Financial Supervisory Authority ""BaFin"") or court of the  competent jurisdiction ( ""Relevant Violation"" ) provided that (a) such  Relevant Violation results from the set-up, documentation and circumstances  of the Compartment, and (b) the Investor has used commercially reasonable  efforts to avoid the occurrence of a Relevant Violation (for the avoidance of  doubt this shall not comprise any obligation of the Investor to challenge any  administrative act of a competent supervisory authority or any court ruling or  to reallocate the Interests within its portfolio and/or substitute them by assets  meeting the requirements of the competent supervisory authority or court) and  (c) the Investor presents written evidence of such Relevant Violation.",False,funds,324
12823,7236,"means in relation to an Investor, the amount committed by it to the Compartment ",0.0,funds,264
12824,6434,Units to be issued to Subsequent Investors shall be issued at the last available  Net Asset Value per Unit.,False,funds,225
12825,4293,h)  Structured products (base instrument with a derivative component)  may only be acquired as Underlying Investments if the structured  product is divided into its components and analyzed by the manager  of the respective fund prior to and during the term of the Underlying  Investment.,1,funds,123
12826,6346,"preferred equity), as well as ancillary liquid assets for liquidity  management purposes ( ""Underlying Investments"" ).",False,funds,220
12827,1822,Such classes of Units may each have specific characteristics.,False,funds,3
12828,2924,"6.3 Re-investment  The Management Company shall not be obliged to cause the Compartment to  distribute and shall be entitled to cause the Compartment to re-invest the monies  comprising capital proceeds received by the Compartment on the realisation of  any Investment up to the amount of its Acquisition Cost and not yet distributed,  provided that the Compartment's aggregate commitments in Underlying Debt  Funds may at no time exceed 100% of Total Commitments.",False,funds,60
12829,7227,(h) UCITS Directive and/or  (iii) transferable securities according to Art.,False,funds,264
12830,668,"the issue country, except for covered bonds)",1,advocard,36
12831,5348,The Management Company and the contributing Investor  will agree on specific settlement procedures.,False,funds,173
12832,1384,"Christian.abelen@generali.com",False,advocard,67
12833,7926,"Contribution, ",0.0,funds,296
12834,2337,There can be no assurance that a Compartment's investment objectives will be achieved and that (i) a  Compartment will have any profits; (ii) cash will be available for distributions; (iii) the income of a  Compartment will exceed its expenses; and (iv) an investor will receive a return of its investments.,False,funds,32
12835,2,Definitions  ......................................................................................................................................................... 4 3.,False,advocard,1
12836,2451,"A resident Unitholder of the Fund other than (i) an individual taxpayer, (ii) an undertaking for collective  investment subject to the law of 17 December 2010 as amended, (iii) a securitization company governed  by the amended law of 22 March 2004 on securitization, (iv) a company governed by the amended law  of 15 June 2004 on venture capital vehicles, (v) a specialized investment fund ("" SIF "") governed by the  amended law of 13 February 2007, (vi) a family wealth management company governed by the  amended law of 11 May 2007 or (vii) a reserved alternative investment fund governed by the law of 23  July 2016, would generally be subject to NWT.",False,funds,39
12837,357,Exercises relating to the continuity of  activity will be performed regularly.,False,advocard,16
12838,6946,following actions:  ,0.0,funds,250
12839,3945,7.,False,funds,109
12840,2495,corporation described in clause (i); (iii) the United States or any wholly owned agency or instrumentality ,0.0,funds,42
12841,2727,"Compartment is calculated, being at least once per year as set forth in the relevant Appendix.",0.0,funds,48
12842,7254,266 ,0.0,funds,265
12843,6257,"""ESG""",0.0,funds,217
12844,8564,"legal, accountancy, corporate finance advisory, printing, postage, any registration costs required by law to ",0.0,funds,326
12845,4377,"Section, to the extent determined to be appropriate by the Management ",0.0,funds,128
12846,1451,"Government",False,advocard,71
12847,3990,"the transferee will be bound by all of the terms, conditions, restrictions ",0.0,funds,111
12848,8711,taking all reasonable measures to ensure that orders are executed to ,0.0,funds,335
12849,8863,"""Transfer Expenses"" ",0.0,funds,339
12850,5663,(a),0.0,funds,190
12851,17,Force Majeure  ................................................................................................................................................. 23 18.,False,advocard,1
12852,4766,146 ,0.0,funds,145
12853,1406," Monthly",False,advocard,71
12854,4936,"The Compartment shall also pay to the Management Company or by way of  delegation of payment of the Management Company to the Compartment, the  Portfolio Manager, any investment advisor, any global distributors or  distributors and/or any permanent representatives in places of registration of  the Compartment an aggregate fee ("" Aggregate Fee "") for each Accounting  Period and pro rata in respect of Accounting Periods of less than one year.",False,funds,155
12855,3948,7.1,0.0,funds,110
12856,7791,"""Insurance Trustee""",0.0,funds,289
12857,7966,"compulsory redemption described above, at an amount equal to 80% ",0.0,funds,298
12858,5855,2.4 Commitments  Commitments shall not be drawn down before the First Closing Date.,False,funds,198
12859,8943,(see: AUSTRIAN ADDENDUM A_AT_15 The exception refers to paragraph 3.3.1 point 2 of the Investment Credit  Risk Guidelines (ICRG)).,False,wien,5
12860,1465,"Portfolio",False,advocard,72
12861,2635,means any investment acquired by a Compartment directly or indirectly from time to ,0.0,funds,47
12862,5434,GOVERNANCE  3.1 Management  Company and  Alternative  Investment  Fund  Manager  The Management Company shall have the rights and powers set out in the  Management Regulations and the Issuing Document.,False,funds,178
12863,9170,Related Party Transaction  Procedure I.l.,False,wien,19
12864,5679,or the granting of security over such Unit;  ,0.0,funds,190
12865,6375,One Unit entitles its holder to one vote.,False,funds,222
12866,4687,interest rate; ,0.0,funds,143
12867,660,"the issue country, except for covered bonds)",1,advocard,36
12868,6491,Section and the amount of any guarantees given in relation with such ,0.0,funds,228
12869,3357,(c),0.0,funds,80
12870,1008," N/A",False,advocard,49
12871,131,GIAM undertakes that it complies with all applicable laws and regulatory requirements.,False,advocard,6
12872,9246,Limits are calculated excluding the Generali Money Market Fund  and Intragroup loans  (****) Limit adjusted by assets not under GIAM management (*****) bailinable are considered with a weight of 50%+ 3.,False,wien,24
12873,872,.55/,0.0,advocard,45
12874,3204,discretion; ,0.0,funds,71
12875,8963,"Tier 1 or  Additional Tier 1) 1,75% The Cash & Cash equivalent (only direct positions and  indirect positions deriving from line by line look-through)  component of the Investments Portfolio (SAA 1st level) - Investments  (securities, deposits, current cash accounts, commercial  paper)  <= 100% BBB &  0%HY Total ABS exposure on Total Fixed Income (Market Value) a.",1,wien,7
12876,294,7.1.,False,advocard,14
12877,6067,"the general part of the Issuing Document and this Appendix, as ",0.0,funds,208
12878,8377,317  APPENDIX 12.,False,funds,316
12879,6022,"Unitholder or (ii) in the case of a trustee, to an affiliate successor trust or trustee, ",0.0,funds,207
12880,9106,NMBS - Junior 1.,False,wien,16
12881,4983,and intermediaries which shall be borne by the Management Company or its Associates.  ,0.0,funds,156
12882,4710," means all amounts including, part or all of the net income and realized and ",0.0,funds,144
12883,1463,"",False,advocard,72
12884,4743,"""Insurance Trustee""",0.0,funds,144
12885,433,"GIAM shall timely identify, properly manage, communicate and monitor any possible breach to the Data Quality General  Principles, also through the identification of an appropriate remedial action.",False,advocard,20
12886,1565," LIM-Reporting.de@generali.com",False,advocard,73
12887,9385,The above Strategic Asset Allocation will be monitored by the Asset Manager according to Asset Allocation Guidelines provided by the Company.,False,wien,3
12888,2860,Commitment). ,0.0,funds,57
12889,2648,"""Management Company"" ",0.0,funds,47
12890,1323,"",False,advocard,67
12891,6101,The Net Asset Value of the Compartment will be calculated on each Valuation  Day and will be provided to the Unitholders within 65 Business Days after the  relevant Valuation Day.,False,funds,210
12892,1974,(c),0.0,funds,15
12893,724," New direct positions not allowed and expiring positions cannot be reinvested",False,advocard,38
12894,8388,"1.4 Investment  policy  The Compartment will invest primarily in alternative investment funds,  undertakings for collective investment or equivalent investment structures of  any kind and nature, having legal personality or not, unlisted, being regulated  or not, based in any jurisdiction, having the followings characteristics  ( ""Underlying Debt Funds"" ):  a) The underlying investments of all Underlying Debt Funds into which  the Compartment is invested will consist of private debts, including  but not limited to, direct lending (both senior, unitranche, mezzanine  318  and junior), asset based lending (including, inter alia, aviation finance,  shipping finance, royalties, receivables, etc.",False,funds,316
12895,1850,Opinions and estimates included herein may be changed without notice.,False,funds,4
12896,5211,"relevant time, has been drawn down and has not been repaid or deemed to have been repaid pursuant to ",0.0,funds,167
12897,4009,(e),0.0,funds,111
12898,6461,228 ,0.0,funds,227
12899,9379,The above Strategic Asset Allocation will be monitored by the Asset Manager according to Asset Allocation Guidelines provided by the Company.,False,wien,2
12900,5349,"For the sake of clarity, any cost  175  and expense related to a contribution in kind from an Investor shall be borne  by the Investor.",False,funds,173
12901,1332," Monthly",False,advocard,67
12902,339,consideration;  ,0.0,advocard,16
12903,6323,has the meaning given in Section 1.4; ,0.0,funds,218
12904,2916,"excluding commissions and out of pocket expenses payable to placement agents, brokers and ",0.0,funds,59
12905,6777,Versicherungsaufsichtsgesetz,0.0,funds,241
12906,575,"DE96500305002120190080",False,advocard,25
12907,3739,"1.2 Asset  segregation  The Compartment corresponds to a distinct part of the assets and liabilities  of the Fund, and its assets and liabilities shall be fully segregated from the  assets and liabilities of any other Compartment of the Fund.",False,funds,97
12908,275,"Reporting from GIAM to Controlling Companies  The Company authorizes GIAM to provide, upon request, the Controlling Companies, with the reports listed in Annex 7,  in order to perform their role of coordination and control, and any other information reasonably requested by  Controlling Companies.",False,advocard,13
